account_id,product,amount,bucket,is_asset,is_liability,is_off_balance,base_haircut,asf_weight,rsf_weight
A02330,corporate_non_operational,1229422.4662984277,8d-30d,False,True,False,1.0,0.5,0.0
A02331,corporate_operational,3721779.9383794507,overnight,False,True,False,1.0,0.5,0.0
A02332,corporate_operational,3650965.297035412,31d-90d,False,True,False,1.0,0.5,0.0
A02333,equities,8730911.551222134,8d-30d,True,False,False,0.45,0.0,0.85
A02334,corporate_bonds,17300630.067207117,overnight,True,False,False,0.2,0.0,0.5
A02335,corporate_operational,1764274.8748761676,2d-7d,False,True,False,1.0,0.5,0.0
A02336,retail_less_stable,3758101.2940754825,overnight,False,True,False,1.0,0.9,0.0
A02337,corporate_non_operational,2313467.1181390453,>1y,False,True,False,1.0,0.5,0.0
A02338,retail_stable,525577.764967893,8d-30d,False,True,False,1.0,0.95,0.0
A02339,retail_stable,2895128.6355636185,91d-1y,False,True,False,1.0,0.95,0.0
A02340,retail_stable,9323441.375738472,overnight,False,True,False,1.0,0.95,0.0
A02341,loans,943883.124283575,>1y,True,False,False,0.65,0.0,0.85
A02342,retail_stable,36356175.65736334,>1y,False,True,False,1.0,0.95,0.0
A02343,wholesale_unsecured,8968447.433543867,8d-30d,False,True,False,1.0,0.0,0.0
A02344,retail_stable,5188271.38122189,overnight,False,True,False,1.0,0.95,0.0
A02345,treasury_hqla,4999033.212963919,8d-30d,True,False,False,0.05,0.0,0.05
A02346,retail_less_stable,4901172.630634515,overnight,False,True,False,1.0,0.9,0.0
A02347,loans,896942.686628918,2d-7d,True,False,False,0.65,0.0,0.85
A02348,loans,1500761.3268524755,91d-1y,True,False,False,0.65,0.0,0.85
A02349,retail_less_stable,3007772.510619776,31d-90d,False,True,False,1.0,0.9,0.0
A02350,corporate_operational,230494.32734386472,overnight,False,True,False,1.0,0.5,0.0
A02351,retail_stable,8875331.418227991,overnight,False,True,False,1.0,0.95,0.0
A02352,retail_less_stable,13730182.028388958,8d-30d,False,True,False,1.0,0.9,0.0
A02353,retail_less_stable,1125330.0026673079,2d-7d,False,True,False,1.0,0.9,0.0
A02354,committed_facilities,280027.79664603854,>1y,False,False,True,1.0,0.0,0.0
A02355,equities,8922222.034364764,>1y,True,False,False,0.45,0.0,0.85
A02356,retail_stable,7785128.164140183,8d-30d,False,True,False,1.0,0.95,0.0
A02357,retail_stable,3998436.232535081,8d-30d,False,True,False,1.0,0.95,0.0
A02358,corporate_bonds,6333479.579473663,8d-30d,True,False,False,0.2,0.0,0.5
A02359,treasury_hqla,4013007.9855161947,91d-1y,True,False,False,0.05,0.0,0.05
A02360,committed_facilities,2591107.4164590705,91d-1y,False,False,True,1.0,0.0,0.0
A02361,retail_stable,6071448.337908917,8d-30d,False,True,False,1.0,0.95,0.0
A02362,retail_less_stable,941934.9943797025,2d-7d,False,True,False,1.0,0.9,0.0
A02363,corporate_bonds,540112.4555706877,8d-30d,True,False,False,0.2,0.0,0.5
A02364,retail_stable,559783.5061564259,overnight,False,True,False,1.0,0.95,0.0
A02365,corporate_operational,3076445.2016595555,8d-30d,False,True,False,1.0,0.5,0.0
A02366,corporate_non_operational,8123148.944194853,2d-7d,False,True,False,1.0,0.5,0.0
A02367,retail_stable,6921265.069882571,overnight,False,True,False,1.0,0.95,0.0
A02368,corporate_operational,9732373.283781951,2d-7d,False,True,False,1.0,0.5,0.0
A02369,retail_less_stable,3059908.629040881,overnight,False,True,False,1.0,0.9,0.0
A02370,corporate_bonds,1942858.3465852763,91d-1y,True,False,False,0.2,0.0,0.5
A02371,loans,2503836.504951418,>1y,True,False,False,0.65,0.0,0.85
A02372,treasury_hqla,3520957.424125518,>1y,True,False,False,0.05,0.0,0.05
A02373,retail_less_stable,517556.93314675346,overnight,False,True,False,1.0,0.9,0.0
A02374,wholesale_unsecured,4248198.633424494,31d-90d,False,True,False,1.0,0.0,0.0
A02375,loans,1453999.2617437162,91d-1y,True,False,False,0.65,0.0,0.85
A02376,loans,9217496.521490155,>1y,True,False,False,0.65,0.0,0.85
A02377,retail_less_stable,2112302.710118468,2d-7d,False,True,False,1.0,0.9,0.0
A02378,retail_less_stable,10073250.83138676,overnight,False,True,False,1.0,0.9,0.0
A02379,wholesale_unsecured,11506071.723782714,2d-7d,False,True,False,1.0,0.0,0.0
A02380,committed_facilities,1950627.3647907116,>1y,False,False,True,1.0,0.0,0.0
A02381,retail_less_stable,4840199.912019426,>1y,False,True,False,1.0,0.9,0.0
A02382,treasury_hqla,1030507.3824514954,91d-1y,True,False,False,0.05,0.0,0.05
A02383,corporate_non_operational,15771212.10690927,overnight,False,True,False,1.0,0.5,0.0
A02384,corporate_non_operational,5390612.772964933,2d-7d,False,True,False,1.0,0.5,0.0
A02385,retail_stable,1335728.0012638406,2d-7d,False,True,False,1.0,0.95,0.0
A02386,corporate_non_operational,1541791.7557822007,2d-7d,False,True,False,1.0,0.5,0.0
A02387,corporate_operational,30564293.76826257,8d-30d,False,True,False,1.0,0.5,0.0
A02388,retail_less_stable,945287.7098564468,overnight,False,True,False,1.0,0.9,0.0
A02389,retail_less_stable,1109523.4731758852,2d-7d,False,True,False,1.0,0.9,0.0
A02390,corporate_non_operational,4583205.632121562,overnight,False,True,False,1.0,0.5,0.0
A02391,corporate_bonds,941619.8669898651,>1y,True,False,False,0.2,0.0,0.5
A02392,corporate_bonds,1347830.2950811135,>1y,True,False,False,0.2,0.0,0.5
A02393,loans,1352963.3964412874,91d-1y,True,False,False,0.65,0.0,0.85
A02394,treasury_hqla,1158216.1194604211,overnight,True,False,False,0.05,0.0,0.05
A02395,retail_stable,1397251.9236345724,overnight,False,True,False,1.0,0.95,0.0
A02396,retail_stable,11416980.371450076,91d-1y,False,True,False,1.0,0.95,0.0
A02397,loans,9239788.89439699,8d-30d,True,False,False,0.65,0.0,0.85
A02398,loans,2024781.709003924,91d-1y,True,False,False,0.65,0.0,0.85
A02399,corporate_non_operational,786531.5475292951,2d-7d,False,True,False,1.0,0.5,0.0
A02400,retail_stable,2606891.483592855,overnight,False,True,False,1.0,0.95,0.0
A02401,loans,1246685.819350033,31d-90d,True,False,False,0.65,0.0,0.85
A02402,loans,3193064.9698347636,91d-1y,True,False,False,0.65,0.0,0.85
A02403,loans,1046790.3470205805,91d-1y,True,False,False,0.65,0.0,0.85
A02404,wholesale_unsecured,1601520.034265906,2d-7d,False,True,False,1.0,0.0,0.0
A02405,wholesale_unsecured,2226723.834664976,overnight,False,True,False,1.0,0.0,0.0
A02406,equities,961995.9857925139,31d-90d,True,False,False,0.45,0.0,0.85
A02407,loans,4340876.375255499,91d-1y,True,False,False,0.65,0.0,0.85
A02408,corporate_non_operational,549720.8179982288,overnight,False,True,False,1.0,0.5,0.0
A02409,retail_stable,9427906.510389324,overnight,False,True,False,1.0,0.95,0.0
A02410,retail_stable,16764798.877067465,overnight,False,True,False,1.0,0.95,0.0
A02411,corporate_operational,1978850.5057937072,8d-30d,False,True,False,1.0,0.5,0.0
A02412,corporate_operational,7987574.810828077,2d-7d,False,True,False,1.0,0.5,0.0
A02413,retail_stable,1757612.5495449156,31d-90d,False,True,False,1.0,0.95,0.0
A02414,treasury_hqla,1876886.5118997006,8d-30d,True,False,False,0.05,0.0,0.05
A02415,corporate_non_operational,2368119.07329648,8d-30d,False,True,False,1.0,0.5,0.0
A02416,retail_stable,988490.707715031,>1y,False,True,False,1.0,0.95,0.0
A02417,committed_facilities,576866.7795624055,2d-7d,False,False,True,1.0,0.0,0.0
A02418,treasury_hqla,2825027.2118300684,91d-1y,True,False,False,0.05,0.0,0.05
A02419,corporate_bonds,2558339.4290454756,91d-1y,True,False,False,0.2,0.0,0.5
A02420,retail_stable,4953890.407211314,overnight,False,True,False,1.0,0.95,0.0
A02421,retail_stable,6058671.799077745,8d-30d,False,True,False,1.0,0.95,0.0
A02422,retail_stable,6105381.893142398,overnight,False,True,False,1.0,0.95,0.0
A02423,retail_stable,852191.7460153588,overnight,False,True,False,1.0,0.95,0.0
A02424,retail_stable,24140912.784615006,8d-30d,False,True,False,1.0,0.95,0.0
A02425,loans,2799812.3212088156,31d-90d,True,False,False,0.65,0.0,0.85
A02426,corporate_non_operational,837639.4076957833,8d-30d,False,True,False,1.0,0.5,0.0
A02427,loans,1802147.8675423115,91d-1y,True,False,False,0.65,0.0,0.85
A02428,committed_facilities,3727441.4402951375,91d-1y,False,False,True,1.0,0.0,0.0
A02429,loans,4983705.654635379,31d-90d,True,False,False,0.65,0.0,0.85
A02430,loans,1916485.6423541473,overnight,True,False,False,0.65,0.0,0.85
A02431,retail_stable,4332845.981352683,8d-30d,False,True,False,1.0,0.95,0.0
A02432,corporate_operational,7705890.285274118,91d-1y,False,True,False,1.0,0.5,0.0
A02433,retail_stable,620436.2195890362,overnight,False,True,False,1.0,0.95,0.0
A02434,retail_stable,4807039.495425951,31d-90d,False,True,False,1.0,0.95,0.0
A02435,equities,727388.9548890609,>1y,True,False,False,0.45,0.0,0.85
A02436,retail_less_stable,3221124.010037548,8d-30d,False,True,False,1.0,0.9,0.0
A02437,treasury_hqla,357339.3585793254,8d-30d,True,False,False,0.05,0.0,0.05
A02438,corporate_non_operational,782763.7333259579,overnight,False,True,False,1.0,0.5,0.0
A02439,treasury_hqla,4769350.884666259,31d-90d,True,False,False,0.05,0.0,0.05
A02440,corporate_bonds,8443579.074709784,31d-90d,True,False,False,0.2,0.0,0.5
A02441,loans,1221192.1541026863,31d-90d,True,False,False,0.65,0.0,0.85
A02442,retail_stable,5137195.477361985,overnight,False,True,False,1.0,0.95,0.0
A02443,corporate_non_operational,18381944.1207301,2d-7d,False,True,False,1.0,0.5,0.0
A02444,loans,694078.249306153,91d-1y,True,False,False,0.65,0.0,0.85
A02445,wholesale_unsecured,2143193.6312697204,31d-90d,False,True,False,1.0,0.0,0.0
A02446,retail_stable,8302472.933401401,31d-90d,False,True,False,1.0,0.95,0.0
A02447,corporate_bonds,3305856.777983946,>1y,True,False,False,0.2,0.0,0.5
A02448,corporate_bonds,6663063.296624696,overnight,True,False,False,0.2,0.0,0.5
A02449,retail_stable,346180.69679958466,overnight,False,True,False,1.0,0.95,0.0
A02450,loans,2185658.29219007,>1y,True,False,False,0.65,0.0,0.85
A02451,corporate_bonds,1362759.4784871368,>1y,True,False,False,0.2,0.0,0.5
A02452,retail_stable,1159059.8326188142,overnight,False,True,False,1.0,0.95,0.0
A02453,corporate_non_operational,9965296.869730493,>1y,False,True,False,1.0,0.5,0.0
A02454,loans,6082239.2146378765,2d-7d,True,False,False,0.65,0.0,0.85
A02455,wholesale_unsecured,1066477.3964200336,overnight,False,True,False,1.0,0.0,0.0
A02456,loans,18972949.017005995,>1y,True,False,False,0.65,0.0,0.85
A02457,corporate_bonds,11090445.403955042,2d-7d,True,False,False,0.2,0.0,0.5
A02458,corporate_operational,4981971.402496713,overnight,False,True,False,1.0,0.5,0.0
A02459,loans,42690427.94299507,>1y,True,False,False,0.65,0.0,0.85
A02460,committed_facilities,26208635.794517033,2d-7d,False,False,True,1.0,0.0,0.0
A02461,retail_less_stable,1646357.7843666794,8d-30d,False,True,False,1.0,0.9,0.0
A02462,corporate_non_operational,1046801.3508038427,8d-30d,False,True,False,1.0,0.5,0.0
A02463,committed_facilities,5071706.724593794,91d-1y,False,False,True,1.0,0.0,0.0
A02464,loans,6622561.464097308,2d-7d,True,False,False,0.65,0.0,0.85
A02465,retail_stable,363184.83985687484,8d-30d,False,True,False,1.0,0.95,0.0
A02466,corporate_non_operational,1114485.5420635613,overnight,False,True,False,1.0,0.5,0.0
A02467,treasury_hqla,18421291.83575478,2d-7d,True,False,False,0.05,0.0,0.05
A02468,retail_less_stable,2058015.8688631768,31d-90d,False,True,False,1.0,0.9,0.0
A02469,treasury_hqla,31522333.42779689,31d-90d,True,False,False,0.05,0.0,0.05
A02470,treasury_hqla,2664017.3010289813,91d-1y,True,False,False,0.05,0.0,0.05
A02471,corporate_bonds,2082344.933704381,8d-30d,True,False,False,0.2,0.0,0.5
A02472,corporate_operational,1536224.6472206265,overnight,False,True,False,1.0,0.5,0.0
A02473,corporate_bonds,1558010.9797552566,31d-90d,True,False,False,0.2,0.0,0.5
A02474,loans,11144490.763692038,>1y,True,False,False,0.65,0.0,0.85
A02475,loans,455863.72322494775,>1y,True,False,False,0.65,0.0,0.85
A02476,treasury_hqla,3365381.7204071777,91d-1y,True,False,False,0.05,0.0,0.05
A02477,loans,616766.4185067281,>1y,True,False,False,0.65,0.0,0.85
A02478,retail_stable,2566971.501102557,31d-90d,False,True,False,1.0,0.95,0.0
A02479,loans,39249796.727033325,31d-90d,True,False,False,0.65,0.0,0.85
A02480,retail_stable,3043646.429694206,overnight,False,True,False,1.0,0.95,0.0
A02481,loans,4093000.1787962727,8d-30d,True,False,False,0.65,0.0,0.85
A02482,retail_stable,1724726.2881630189,overnight,False,True,False,1.0,0.95,0.0
A02483,retail_stable,6371069.540294299,overnight,False,True,False,1.0,0.95,0.0
A02484,corporate_operational,4752892.354831368,2d-7d,False,True,False,1.0,0.5,0.0
A02485,retail_less_stable,2838472.3651154563,overnight,False,True,False,1.0,0.9,0.0
A02486,retail_less_stable,7423208.779197094,2d-7d,False,True,False,1.0,0.9,0.0
A02487,corporate_operational,12412002.404772619,31d-90d,False,True,False,1.0,0.5,0.0
A02488,committed_facilities,4575765.8192408,8d-30d,False,False,True,1.0,0.0,0.0
A02489,corporate_bonds,6125392.333623265,91d-1y,True,False,False,0.2,0.0,0.5
A02490,wholesale_unsecured,2452991.221135733,2d-7d,False,True,False,1.0,0.0,0.0
A02491,wholesale_unsecured,5826400.560759213,2d-7d,False,True,False,1.0,0.0,0.0
A02492,wholesale_unsecured,6888775.953800808,overnight,False,True,False,1.0,0.0,0.0
A02493,corporate_non_operational,3387232.905042234,overnight,False,True,False,1.0,0.5,0.0
A02494,committed_facilities,830776.2071029963,91d-1y,False,False,True,1.0,0.0,0.0
A02495,loans,1193009.4780493197,31d-90d,True,False,False,0.65,0.0,0.85
A02496,loans,3049553.9400341446,91d-1y,True,False,False,0.65,0.0,0.85
A02497,retail_stable,2026087.1136032091,91d-1y,False,True,False,1.0,0.95,0.0
A02498,loans,4553373.153500747,overnight,True,False,False,0.65,0.0,0.85
A02499,retail_less_stable,7437557.421691425,2d-7d,False,True,False,1.0,0.9,0.0
A02500,equities,1922426.9147698153,>1y,True,False,False,0.45,0.0,0.85
A02501,wholesale_unsecured,2301041.9407116105,31d-90d,False,True,False,1.0,0.0,0.0
A02502,wholesale_unsecured,632270.6278586953,2d-7d,False,True,False,1.0,0.0,0.0
A02503,treasury_hqla,2360215.442366644,91d-1y,True,False,False,0.05,0.0,0.05
A02504,corporate_operational,11051764.411958775,overnight,False,True,False,1.0,0.5,0.0
A02505,loans,3685418.7430280284,8d-30d,True,False,False,0.65,0.0,0.85
A02506,retail_less_stable,1741183.5632669858,overnight,False,True,False,1.0,0.9,0.0
A02507,retail_stable,2107005.5607924755,8d-30d,False,True,False,1.0,0.95,0.0
A02508,loans,1947534.419747596,31d-90d,True,False,False,0.65,0.0,0.85
A02509,corporate_operational,3332215.1235155715,2d-7d,False,True,False,1.0,0.5,0.0
A02510,retail_less_stable,7906612.52968376,91d-1y,False,True,False,1.0,0.9,0.0
A02511,equities,25745255.23847699,91d-1y,True,False,False,0.45,0.0,0.85
A02512,retail_less_stable,2245529.280879014,overnight,False,True,False,1.0,0.9,0.0
A02513,retail_less_stable,7690714.518507718,overnight,False,True,False,1.0,0.9,0.0
A02514,retail_stable,3745342.9790319693,overnight,False,True,False,1.0,0.95,0.0
A02515,treasury_hqla,2073755.1237605214,2d-7d,True,False,False,0.05,0.0,0.05
A02516,retail_stable,2062467.9422300234,2d-7d,False,True,False,1.0,0.95,0.0
A02517,loans,5090012.10027117,91d-1y,True,False,False,0.65,0.0,0.85
A02518,corporate_non_operational,5697638.867939803,91d-1y,False,True,False,1.0,0.5,0.0
A02519,treasury_hqla,5822584.497899165,>1y,True,False,False,0.05,0.0,0.05
A02520,retail_less_stable,8445598.821380723,>1y,False,True,False,1.0,0.9,0.0
A02521,retail_stable,133339.33224210466,91d-1y,False,True,False,1.0,0.95,0.0
A02522,loans,15146258.489806313,31d-90d,True,False,False,0.65,0.0,0.85
A02523,committed_facilities,5862255.873426339,2d-7d,False,False,True,1.0,0.0,0.0
A02524,retail_stable,962481.3642030017,31d-90d,False,True,False,1.0,0.95,0.0
A02525,retail_less_stable,2730237.641381635,overnight,False,True,False,1.0,0.9,0.0
A02526,loans,7699791.367456213,overnight,True,False,False,0.65,0.0,0.85
A02527,retail_less_stable,443379.1325635425,2d-7d,False,True,False,1.0,0.9,0.0
A02528,corporate_operational,2404330.369564594,8d-30d,False,True,False,1.0,0.5,0.0
A02529,equities,15644373.437636808,31d-90d,True,False,False,0.45,0.0,0.85
A02530,retail_stable,7246983.5938554965,overnight,False,True,False,1.0,0.95,0.0
A02531,retail_stable,5929395.15535931,overnight,False,True,False,1.0,0.95,0.0
A02532,loans,1052771.0581581427,>1y,True,False,False,0.65,0.0,0.85
A02533,corporate_non_operational,2393173.1710662334,overnight,False,True,False,1.0,0.5,0.0
A02534,retail_stable,7068706.968877223,8d-30d,False,True,False,1.0,0.95,0.0
A02535,loans,3667034.675789482,>1y,True,False,False,0.65,0.0,0.85
A02536,loans,2422445.195503371,8d-30d,True,False,False,0.65,0.0,0.85
A02537,loans,496380.3458531479,8d-30d,True,False,False,0.65,0.0,0.85
A02538,corporate_operational,5326750.49890903,overnight,False,True,False,1.0,0.5,0.0
A02539,retail_less_stable,13793446.22660458,8d-30d,False,True,False,1.0,0.9,0.0
A02540,loans,412501.69076258026,>1y,True,False,False,0.65,0.0,0.85
A02541,corporate_non_operational,9233840.069943665,8d-30d,False,True,False,1.0,0.5,0.0
A02542,loans,455509.36688636977,overnight,True,False,False,0.65,0.0,0.85
A02543,loans,419776.5236436061,91d-1y,True,False,False,0.65,0.0,0.85
A02544,corporate_bonds,342489.2921902897,2d-7d,True,False,False,0.2,0.0,0.5
A02545,corporate_non_operational,5868024.974176646,overnight,False,True,False,1.0,0.5,0.0
A02546,committed_facilities,526743.0722078554,31d-90d,False,False,True,1.0,0.0,0.0
A02547,loans,3960555.72881794,8d-30d,True,False,False,0.65,0.0,0.85
A02548,loans,2342784.212137622,31d-90d,True,False,False,0.65,0.0,0.85
A02549,retail_less_stable,60620246.55883706,overnight,False,True,False,1.0,0.9,0.0
A02550,retail_less_stable,1347083.930291337,overnight,False,True,False,1.0,0.9,0.0
A02551,loans,2056222.2542932609,91d-1y,True,False,False,0.65,0.0,0.85
A02552,loans,1097606.3988624243,8d-30d,True,False,False,0.65,0.0,0.85
A02553,retail_stable,1303656.3736302466,31d-90d,False,True,False,1.0,0.95,0.0
A02554,wholesale_unsecured,2216951.4900549767,overnight,False,True,False,1.0,0.0,0.0
A02555,treasury_hqla,3272846.1167721236,31d-90d,True,False,False,0.05,0.0,0.05
A02556,retail_stable,6406496.211400629,overnight,False,True,False,1.0,0.95,0.0
A02557,wholesale_unsecured,7743851.312712418,overnight,False,True,False,1.0,0.0,0.0
A02558,equities,1194369.6804999965,>1y,True,False,False,0.45,0.0,0.85
A02559,retail_stable,3122756.5161963017,overnight,False,True,False,1.0,0.95,0.0
A02560,loans,4459701.88923607,31d-90d,True,False,False,0.65,0.0,0.85
A02561,loans,577385.7335289553,2d-7d,True,False,False,0.65,0.0,0.85
A02562,corporate_non_operational,4459548.578795681,8d-30d,False,True,False,1.0,0.5,0.0
A02563,retail_stable,1666584.7164972555,>1y,False,True,False,1.0,0.95,0.0
A02564,retail_less_stable,9460530.506381992,8d-30d,False,True,False,1.0,0.9,0.0
A02565,corporate_operational,3129800.5788644333,overnight,False,True,False,1.0,0.5,0.0
A02566,corporate_operational,10169629.004347587,overnight,False,True,False,1.0,0.5,0.0
A02567,corporate_bonds,8342315.459831502,91d-1y,True,False,False,0.2,0.0,0.5
A02568,retail_less_stable,2388244.6778670717,8d-30d,False,True,False,1.0,0.9,0.0
A02569,treasury_hqla,1535352.4173844177,31d-90d,True,False,False,0.05,0.0,0.05
A02570,retail_stable,4431632.119571518,8d-30d,False,True,False,1.0,0.95,0.0
A02571,corporate_operational,775237.2396637481,2d-7d,False,True,False,1.0,0.5,0.0
A02572,corporate_operational,3224552.316704752,2d-7d,False,True,False,1.0,0.5,0.0
A02573,corporate_non_operational,1980541.732103256,31d-90d,False,True,False,1.0,0.5,0.0
A02574,loans,7243354.631190029,>1y,True,False,False,0.65,0.0,0.85
A02575,retail_less_stable,2715150.7500379975,>1y,False,True,False,1.0,0.9,0.0
A02576,retail_stable,2094404.0013275496,overnight,False,True,False,1.0,0.95,0.0
A02577,corporate_operational,3161510.1356948866,8d-30d,False,True,False,1.0,0.5,0.0
A02578,corporate_non_operational,12630769.267496236,2d-7d,False,True,False,1.0,0.5,0.0
A02579,loans,8301790.378763216,31d-90d,True,False,False,0.65,0.0,0.85
A02580,corporate_non_operational,2471198.343404921,overnight,False,True,False,1.0,0.5,0.0
A02581,retail_less_stable,748508.5388719455,8d-30d,False,True,False,1.0,0.9,0.0
A02582,retail_stable,1992241.52253534,overnight,False,True,False,1.0,0.95,0.0
A02583,corporate_bonds,6758564.834895974,31d-90d,True,False,False,0.2,0.0,0.5
A02584,loans,1116146.7441658322,>1y,True,False,False,0.65,0.0,0.85
A02585,corporate_operational,973554.5653067166,8d-30d,False,True,False,1.0,0.5,0.0
A02586,corporate_operational,2122525.619255242,2d-7d,False,True,False,1.0,0.5,0.0
A02587,retail_less_stable,8433809.980223496,overnight,False,True,False,1.0,0.9,0.0
A02588,retail_less_stable,369638.52947739366,91d-1y,False,True,False,1.0,0.9,0.0
A02589,treasury_hqla,9113930.329984868,overnight,True,False,False,0.05,0.0,0.05
A02590,retail_stable,1344559.261588979,2d-7d,False,True,False,1.0,0.95,0.0
A02591,loans,22606620.569250084,8d-30d,True,False,False,0.65,0.0,0.85
A02592,corporate_non_operational,1421201.3704034518,8d-30d,False,True,False,1.0,0.5,0.0
A02593,wholesale_unsecured,1012898.5697088601,overnight,False,True,False,1.0,0.0,0.0
A02594,retail_stable,4711563.037157589,overnight,False,True,False,1.0,0.95,0.0
A02595,corporate_bonds,2499398.667107134,2d-7d,True,False,False,0.2,0.0,0.5
A02596,loans,612284.7137023506,>1y,True,False,False,0.65,0.0,0.85
A02597,committed_facilities,13286677.089914635,91d-1y,False,False,True,1.0,0.0,0.0
A02598,committed_facilities,3572618.7537106024,>1y,False,False,True,1.0,0.0,0.0
A02599,retail_less_stable,3000008.2266883254,overnight,False,True,False,1.0,0.9,0.0
A02600,corporate_bonds,2557924.578642031,>1y,True,False,False,0.2,0.0,0.5
A02601,retail_less_stable,4933273.339671314,overnight,False,True,False,1.0,0.9,0.0
A02602,retail_stable,6004173.727842294,91d-1y,False,True,False,1.0,0.95,0.0
A02603,loans,4703604.959746559,91d-1y,True,False,False,0.65,0.0,0.85
A02604,treasury_hqla,2524508.4118251633,8d-30d,True,False,False,0.05,0.0,0.05
A02605,wholesale_unsecured,6535509.40892987,overnight,False,True,False,1.0,0.0,0.0
A02606,corporate_operational,1242370.1286723595,8d-30d,False,True,False,1.0,0.5,0.0
A02607,corporate_bonds,218184.40236016538,>1y,True,False,False,0.2,0.0,0.5
A02608,retail_less_stable,4216956.541509535,2d-7d,False,True,False,1.0,0.9,0.0
A02609,retail_less_stable,1482138.1327427216,overnight,False,True,False,1.0,0.9,0.0
A02610,corporate_operational,9584337.895932667,91d-1y,False,True,False,1.0,0.5,0.0
A02611,corporate_non_operational,1670665.3134384567,8d-30d,False,True,False,1.0,0.5,0.0
A02612,loans,14497175.996761113,>1y,True,False,False,0.65,0.0,0.85
A02613,corporate_non_operational,1382073.854351961,8d-30d,False,True,False,1.0,0.5,0.0
A02614,retail_less_stable,9531016.629994709,31d-90d,False,True,False,1.0,0.9,0.0
A02615,retail_less_stable,5733885.275338762,31d-90d,False,True,False,1.0,0.9,0.0
A02616,loans,1283791.1456434887,91d-1y,True,False,False,0.65,0.0,0.85
A02617,loans,1161319.0043788846,>1y,True,False,False,0.65,0.0,0.85
A02618,corporate_non_operational,9865896.486528816,overnight,False,True,False,1.0,0.5,0.0
A02619,loans,6034300.776511595,>1y,True,False,False,0.65,0.0,0.85
A02620,corporate_operational,1693575.7420996435,2d-7d,False,True,False,1.0,0.5,0.0
A02621,corporate_bonds,2149983.213911227,91d-1y,True,False,False,0.2,0.0,0.5
A02622,wholesale_unsecured,5179154.192681558,>1y,False,True,False,1.0,0.0,0.0
A02623,corporate_operational,10320891.400320517,8d-30d,False,True,False,1.0,0.5,0.0
A02624,retail_stable,7154315.37301036,2d-7d,False,True,False,1.0,0.95,0.0
A02625,loans,1141574.8747623714,31d-90d,True,False,False,0.65,0.0,0.85
A02626,corporate_non_operational,1330236.1893147498,2d-7d,False,True,False,1.0,0.5,0.0
A02627,retail_stable,6454232.407812084,overnight,False,True,False,1.0,0.95,0.0
A02628,corporate_non_operational,5768716.866919262,31d-90d,False,True,False,1.0,0.5,0.0
A02629,retail_stable,993287.5307389117,8d-30d,False,True,False,1.0,0.95,0.0
A02630,corporate_bonds,3670976.3309633816,2d-7d,True,False,False,0.2,0.0,0.5
A02631,retail_stable,3197098.609534239,2d-7d,False,True,False,1.0,0.95,0.0
A02632,retail_stable,12491193.23272654,31d-90d,False,True,False,1.0,0.95,0.0
A02633,wholesale_unsecured,1717587.8145675482,31d-90d,False,True,False,1.0,0.0,0.0
A02634,wholesale_unsecured,544473.924652806,overnight,False,True,False,1.0,0.0,0.0
A02635,corporate_bonds,1683425.7627464435,>1y,True,False,False,0.2,0.0,0.5
A02636,corporate_operational,8721635.453114718,8d-30d,False,True,False,1.0,0.5,0.0
A02637,retail_less_stable,10427086.392552346,2d-7d,False,True,False,1.0,0.9,0.0
A02638,loans,5234072.747492779,31d-90d,True,False,False,0.65,0.0,0.85
A02639,retail_stable,254298.45566364273,8d-30d,False,True,False,1.0,0.95,0.0
A02640,retail_stable,948051.1482010889,overnight,False,True,False,1.0,0.95,0.0
A02641,corporate_operational,3492611.1874212255,overnight,False,True,False,1.0,0.5,0.0
A02642,corporate_non_operational,3549215.86178805,>1y,False,True,False,1.0,0.5,0.0
A02643,retail_stable,1171715.6293752303,2d-7d,False,True,False,1.0,0.95,0.0
A02644,treasury_hqla,1038636.1053951917,2d-7d,True,False,False,0.05,0.0,0.05
A02645,retail_stable,4673131.024683361,>1y,False,True,False,1.0,0.95,0.0
A02646,corporate_operational,1961996.4969498683,>1y,False,True,False,1.0,0.5,0.0
A02647,corporate_operational,900678.6437842855,91d-1y,False,True,False,1.0,0.5,0.0
A02648,equities,1850087.505729899,2d-7d,True,False,False,0.45,0.0,0.85
A02649,corporate_non_operational,3812550.530531751,overnight,False,True,False,1.0,0.5,0.0
A02650,corporate_non_operational,4992344.269243948,overnight,False,True,False,1.0,0.5,0.0
A02651,wholesale_unsecured,26177911.522449296,overnight,False,True,False,1.0,0.0,0.0
A02652,treasury_hqla,4300212.375584787,>1y,True,False,False,0.05,0.0,0.05
A02653,loans,1656982.6930532008,31d-90d,True,False,False,0.65,0.0,0.85
A02654,loans,1879267.4014516498,8d-30d,True,False,False,0.65,0.0,0.85
A02655,retail_less_stable,932250.0348285028,>1y,False,True,False,1.0,0.9,0.0
A02656,wholesale_unsecured,437399.38371083396,8d-30d,False,True,False,1.0,0.0,0.0
A02657,retail_stable,32321207.27461137,8d-30d,False,True,False,1.0,0.95,0.0
A02658,retail_stable,1066431.6515552208,31d-90d,False,True,False,1.0,0.95,0.0
A02659,retail_less_stable,1114066.3341524478,31d-90d,False,True,False,1.0,0.9,0.0
A02660,retail_stable,1962318.3410879835,2d-7d,False,True,False,1.0,0.95,0.0
